"Opportunity Owner";"Opportunity Name";"Account Name";"City";"Stage";"Fiscal Period";"Amount Currency";"Amount";"Probability (%)";"Age";"Created Date";"Close Date";"Stage Duration";"Opportunity ID";"Agreed spots";"Country";"Dedicated Spots";"Lead Source";"Amount (converted) Currency";"Amount (converted)";"Fixed Fee Amount (Monthly) Currency";"Fixed Fee Amount (Monthly)";"Fixed Fee / Revenue Share";"GarageID";"Launch Date";"Total ParkBee Spots";"Location"
"Eelco Kienhuis";"Singel 542";"TQ";"";"Closed Lost";"Q2-2017";"EUR";"50000,00";"0";"76,0000000000";"28-2-2017";"15-5-2017";"439,0000000000";"0065800000DitNP";"";"NL";"";"Inbound Website";"EUR";"50000,00";"EUR";"";"";"";"";"";"Singel 542"
"Daniel Mens";"Schenkkade 65 - Den Haag";"Cromwell Property Group";"Den Haag";"Closed Lost";"Q2-2018";"EUR";"36168,00";"0";"485,0000000000";"28-2-2017";"28-6-2018";"43,0000000000";"0065800000Dit5J";"";"NL";"";"Increasing Portfolio";"EUR";"36168,00";"EUR";"";"Revenue Share";"";"";"50";"Schenkkade 65 - Den Haag"
"Mitch Nijburg";"Hogehilweg";"Mouton Holding";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"18000,00";"0";"169,0000000000";"13-12-2017";"31-5-2018";"43,0000000000";"0065800000RMUBj";"";"NL";"";"";"EUR";"18000,00";"EUR";"";"Revenue Share";"";"";"8";""
"Nick Scott-Jones";"18803 - Spitalfields - Old Montague Street";"8 Old Montague Street (Independent Car Park)";"London";"Closed Lost";"Q1-2017";"GBP";"20000,00";"0";"0,0000000000";"6-2-2017";"3-2-2017";"168,0000000000";"0065800000Coalf";"";"UK";"";"Inbound Phone";"EUR";"23529,41";"GBP";"";"Revenue Share";"";"";"20";"8 Old Montague Street"
"Alex Murden";"Global Guardians - Commercial Road";"Global Guardians";"Unknown";"Closed Lost";"Q1-2017";"GBP";"55000,00";"0";"46,0000000000";"13-2-2017";"31-3-2017";"216,0000000000";"0065800000DFkk5";"";"UK";"";"";"EUR";"64705,88";"GBP";"";"Revenue Share";"";"";"";"Commercial Street"
"Eelco Kienhuis";"Heuvelpoort";"Parkeergarage Heuvelpoort";"";"Closed Lost";"Q2-2017";"EUR";"24000,00";"0";"45,0000000000";"16-3-2017";"30-4-2017";"474,0000000000";"0065800000ErM5N";"";"NL";"";"Inbound Website";"EUR";"24000,00";"EUR";"";"";"";"";"";"Heuvelpoort 353"
"Eelco Kienhuis";"Westerdijk";"Borghese";"Utrecht";"Closed Lost";"Q2-2017";"EUR";"24000,00";"0";"100,0000000000";"22-3-2017";"30-6-2017";"400,0000000000";"0065800000FCIgl";"";"NL";"";"Cold Call";"EUR";"24000,00";"EUR";"";"Revenue Share";"";"";"0";"Westerdijk"
"Eelco Kienhuis";"Parkstraat";"Stena Realty";"Den Haag";"Closed Lost";"Q2-2017";"EUR";"47285,00";"0";"79,0000000000";"12-4-2017";"30-6-2017";"176,0000000000";"0065800000FmvMq";"";"NL";"";"Increasing Portfolio";"EUR";"47285,00";"EUR";"";"Revenue Share";"";"";"1";"Parkstraat"
"Nick Scott-Jones";"18808 - Mitcham - Riverside Drive";"VPS UK Ltd";"London";"Closed Lost";"Q2-2017";"GBP";"17000,00";"0";"9,0000000000";"4-4-2017";"13-4-2017";"168,0000000000";"0065800000FLE8F";"";"UK";"No";"Increasing Portfolio";"EUR";"20000,00";"GBP";"";"Revenue Share";"";"";"16";"28 Riverside Drive"
"Adrian Thomas";"18812 - Foxhall Lodge - Foxhall Road";"Foxhall Business Centres";"Nottingham";"Closed Lost";"Q2-2017";"GBP";"";"0";"25,0000000000";"5-4-2017";"30-4-2017";"168,0000000000";"0065800000FkgRX";"";"UK";"";"Spotting / Bike Tours";"EUR";"";"GBP";"";"Revenue Share";"";"1-7-2017";"10";"Foxhall Road"
"Nick Scott-Jones";"18809 - Brixton - Ferndale Road";"Opondo Real Time Services Ltd";"London";"Closed Lost";"Q2-2017";"GBP";"";"0";"2,0000000000";"5-4-2017";"7-4-2017";"34,0000000000";"0065800000FkiaU";"10";"UK";"No";"Spotting / Bike Tours";"EUR";"";"GBP";"400,00";"Fixed Fee (Guaranteed Income)";"127";"3-9-2018";"10";"236-238 Ferndale Road, London, SW9"
"Nick Scott-Jones";"Waterloo Car Park";"Lookingforcarpark.com";"";"Closed Lost";"Q1-2017";"GBP";"70000,00";"0";"24,0000000000";"21-2-2017";"17-3-2017";"475,0000000000";"0065800000DHoju";"";"UK";"";"Inbound Phone";"EUR";"82352,94";"GBP";"";"";"";"";"";"39 York Road"
"Eelco Kienhuis";"Meester Treublaan";"Uber";"Amsterdam";"Closed Lost";"Q4-2017";"EUR";"151000,00";"0";"279,0000000000";"27-3-2017";"31-12-2017";"243,0000000000";"0065800000FI2SP";"";"NL";"";"Inbound Email";"EUR";"151000,00";"EUR";"";"Revenue Share";"";"";"0";"Meester Treublaan 7"
"Eelco Kienhuis";"Schipholweg - Leiden";"Stena Realty";"Leiden";"Closed Lost";"Q2-2017";"EUR";"37506,00";"0";"79,0000000000";"12-4-2017";"30-6-2017";"285,0000000000";"0065800000Fmvjk";"";"NL";"";"Increasing Portfolio";"EUR";"37506,00";"EUR";"";"";"";"";"";"Schipholweg  - Leiden"
"Eelco Kienhuis";"Hogehilweg 6";"Stena Realty";"Amsterdam";"Closed Lost";"Q2-2017";"EUR";"31292,00";"0";"79,0000000000";"12-4-2017";"30-6-2017";"285,0000000000";"0065800000FmvgC";"";"NL";"";"Increasing Portfolio";"EUR";"31292,00";"EUR";"";"";"";"";"";"Hogehilweg 6"
"Eelco Kienhuis";"Zeestraat";"Stena Realty";"Geen idee";"Closed Lost";"Q2-2017";"EUR";"23260,00";"0";"79,0000000000";"12-4-2017";"30-6-2017";"285,0000000000";"0065800000FmvQd";"";"NL";"";"Increasing Portfolio";"EUR";"23260,00";"EUR";"";"";"";"";"";"Zeestraat 98"
"Mitch Nijburg";"Koninginnegracht 23";"Stena Realty";"Den Haag";"Closed Lost";"Q2-2017";"EUR";"11580,00";"0";"79,0000000000";"12-4-2017";"30-6-2017";"90,0000000000";"0065800000FmuwF";"";"NL";"";"Increasing Portfolio";"EUR";"11580,00";"EUR";"";"Revenue Share";"";"";"0";"Koninginnegracht 23"
"Eelco Kienhuis";"Rooseveltweg - ALMERE";"Stena Realty";"Almere";"Closed Lost";"Q2-2017";"EUR";"30652,00";"0";"79,0000000000";"12-4-2017";"30-6-2017";"285,0000000000";"0065800000Fmvmo";"";"NL";"";"Increasing Portfolio";"EUR";"30652,00";"EUR";"";"";"";"";"";"Rooseveltweg - ALMERE"
"Eelco Kienhuis";"Hogehilweg 5";"Stena Realty";"Amsterdam";"Closed Lost";"Q2-2017";"EUR";"47686,00";"0";"79,0000000000";"12-4-2017";"30-6-2017";"285,0000000000";"0065800000FmvU6";"";"NL";"";"Increasing Portfolio";"EUR";"47686,00";"EUR";"";"";"";"";"";"Hogehilweg 5"
"Eelco Kienhuis";"Koninginnegracht 12B3";"Stena Realty";"Den Haag";"Closed Lost";"Q2-2017";"EUR";"13896,00";"0";"79,0000000000";"12-4-2017";"30-6-2017";"285,0000000000";"0065800000FmurZ";"";"NL";"";"Increasing Portfolio";"EUR";"13896,00";"EUR";"";"";"";"";"";"Koninginnegracht 12B3"
"Eelco Kienhuis";"Delftseplein";"CBRE Property Management Netherlands";"";"Closed Lost";"Q3-2017";"EUR";"61000,00";"0";"69,0000000000";"23-5-2017";"31-7-2017";"392,0000000000";"0065800000HM181";"";"NL";"";"Increasing Portfolio";"EUR";"61000,00";"EUR";"";"";"";"";"";"Delftseplein 27-33"
"Eelco Kienhuis";"Hettenheuvelweg";"Certitudo Capital";"Amsterdam";"Closed Lost";"Q4-2017";"EUR";"11000,00";"0";"212,0000000000";"2-6-2017";"31-12-2017";"158,0000000000";"0065800000Hsudd";"";"NL";"";"Cold Call";"EUR";"11000,00";"EUR";"";"Revenue Share";"";"";"0";"Hettenheuvelweg 16"
"Eelco Kienhuis";"Kennemerstraatweg";"KPMG";"";"Closed Lost";"Q3-2017";"EUR";"3500,00";"0";"66,0000000000";"26-6-2017";"31-8-2017";"385,0000000000";"0065800000IvMob";"";"NL";"";"Inbound Email";"EUR";"3500,00";"EUR";"";"";"";"";"";"Kennemerstraatweg 21"
"Jordy Cobelens";"Van Deventerlaan 10-20, Utrecht - Cording Real Estate Group - NL";"Cording Real Estate Group - the Netherlands";"Utrecht";"Closed Lost";"Q2-2018";"EUR";"40000,00";"0";"70,0000000000";"19-2-2018";"30-4-2018";"116,0000000000";"0065800000VzOra";"";"NL";"";"";"EUR";"40000,00";"EUR";"";"Revenue Share";"";"";"50";""
"Jordy Cobelens";"ING Real Estate / Cofiton";"ING Real Estate Financing";"multiple";"Closed Lost";"Q2-2018";"EUR";"";"0";"75,0000000000";"14-2-2018";"30-4-2018";"131,0000000000";"0065800000WN1GK";"";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"250";""
"Jordy Cobelens";"Princes Beatrixlaan 15 - Kanam Grund / International Real Estate";"Kanam / IntReal International Real Estate Kapitalverwaltungsgesellschaft mbH";"Den Haag";"Closed Lost";"Q2-2018";"EUR";"135236,66";"0";"94,0000000000";"26-2-2018";"31-5-2018";"85,0000000000";"0065800000Wziz1";"";"NL";"";"";"EUR";"135236,66";"EUR";"";"Revenue Share";"";"";"250";""
"Daniel Mens";"Gershwin - Zuidas Amsterdam";"Maarsen Groep";"Amsterdam";"Closed Lost";"Q3-2018";"EUR";"50000,00";"0";"155,0000000000";"22-2-2018";"27-7-2018";"11,0000000000";"0065800000WxlOn";"";"NL";"";"";"EUR";"50000,00";"EUR";"";"Revenue Share";"";"";"50";""
"Daniel Mens";"Amstelvlietstraat";"Maarsen Groep";"Amsterdam";"Closed Lost";"Q3-2018";"EUR";"62478,00";"0";"154,0000000000";"22-2-2018";"26-7-2018";"11,0000000000";"0065800000WxnXt";"";"NL";"";"";"EUR";"62478,00";"EUR";"";"Revenue Share";"";"";"35";""
